NUM_START,NUM_END,NUM_LENGTH,NUM_SPECIAL,NUM_CATEGORY,NUM_SUB_CATEGORY,NUM_ALLOCATEE_OR_ASSIGNEE,NUM_REMARK
"62610000","62619999","8","","Mobile Service 流動服務","","Webbing Hong Kong Limited",""
"62620000","62629999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"62630000","62679999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"62680000","62689999","8","","Mobile Service 流動服務","","Multibyte Info Technology Limited 博元訊息科技有限公司",""
"62690000","62699999","8","","Mobile Service 流動服務","","** Spare - open for application 備用/供申請使用",""
"62700000","62799999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"62800000","62899999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"62900000","62999999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"63000000","63099999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"63100000","63199999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"63200000","63299999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"63300000","63399999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"63400000","63499999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"63500000","63599999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"63600000","63609999","8","","Mobile Service 流動服務","","Sun Mobile Limited 新移動通訊有限公司",""
"63610000","63619999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"63620000","63629999","8","","Mobile Service 流動服務","","China Telecom Global Limited 中國電信國際有限公司",""
"63630000","63639999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"63640000","63689999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"63690000","63699999","8","","Mobile Service 流動服務","","Multibyte Info Technology Limited 博元訊息科技有限公司",""
"63700000","63799999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"63800000","63899999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"63900000","63999999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"64000000","64099999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"64100000","64199999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"64200000","64299999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"64300000","64399999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"64400000","64499999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"64500000","64511999","8","","Mobile Service 流動服務","","CITIC Telecom International Limited 中信國際電訊有限公司",""
"64512000","64519999","8","","Mobile Service 流動服務","","CITIC Telecom International Limited 中信國際電訊有限公司",""
"64520000","64529999","8","","Mobile Service 流動服務","","CITIC Telecom International Limited 中信國際電訊有限公司",""
"64530000","64599999","8","","Mobile Service 流動服務","","CITIC Telecom International Limited 中信國際電訊有限公司",""
"64600000","64699999","8","Y","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"64700000","64799999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"64800000","64899999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"64900000","64999999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"65000000","65099999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"65100000","65199999","8","","Mobile Service 流動服務","","China-Hongkong Telecom Limited 中港通電訊有限公司",""
"65200000","65299999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"65300000","65399999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"65400000","65499999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"65500000","65599999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"65600000","65699999","8","Y","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"65700000","65799999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"65800000","65899999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"65900000","65999999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"66000000","66099999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"66100000","66199999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"66200000","66299999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"66300000","66399999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"66400000","66499999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"66500000","66599999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"66600000","66639999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"66640000","66659999","8","","Mobile Service 流動服務","","China Telecom Global Limited 中國電信國際有限公司",""
"66660000","66669999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"66670000","66699999","8","","Mobile Service 流動服務","","** Spare - open for application 備用/供申請使用",""
"66700000","66799999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"66800000","66899999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"66900000","66999999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"67000000","67099999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"67100000","67199999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"67200000","67299999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"67300000","67399999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"67400000","67499999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"67500000","67599999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"67600000","67699999","8","Y","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"67700000","67799999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"67800000","67859999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"67860000","67889999","8","","Mobile Service 流動服務","","** Spare - open for application 備用/供申請使用",""
"67890000","67899999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"67900000","67999999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"68000000","68099999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"68100000","68199999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"68200000","68299999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"68300000","68399999","8","","Mobile Service 流動服務","","** Spare - open for application 備用/供申請使用","Containing Ported Number 包含已轉攜號碼"
"68400000","68499999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"68500000","68599999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"68600000","68679999","8","","Mobile Service 流動服務","","** Spare 備用",""
"68680000","68689999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"68690000","68699999","8","","Mobile Service 流動服務","","** Spare 備用",""
"68700000","68799999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"68800000","68899999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"68900000","68999999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"69000000","69099999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"69100000","69199999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"69200000","69299999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"69300000","69399999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"69400000","69499999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"69500000","69599999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"69600000","69699999","8","Y","Mobile Service 流動服務","","** Spare - open for application 備用/供申請使用","Containing Ported Number 包含已轉攜號碼"
"69700000","69799999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
